Title,Artist,Rank,Peak Position,Last Position,Weeks
"Damaged","Danity Kane",45,10,40,22
"Love Song","Sara Bareilles",47,4,45,41
"In Love With A Girl","Gavin DeGraw",50,24,43,23
"What If It All Goes Right","Melissa Lawson",79,79,0,1
"Summertime","New Kids On The Block",86,36,62,13
"Come On Over","Jessica Simpson",94,65,87,7
"Pork And Beans","Weezer",95,64,88,15
"Learning How To Bend","Gary Allan",100,96,98,4
"Realize","Colbie Caillat",47,20,42,26
"Love In This Club","Usher Featuring Young Jeezy",48,1,39,25
"Buzzin'","Shwayze Featuring Cisco Adler",51,46,46,5
"4 Minutes","Madonna Featuring Justin Timberlake & Timbaland",69,3,60,20
"This Is Me","Demi Lovato & Joe Jonas",93,9,69,7
"Te Quiero","Flex",94,86,98,17
"Back When I Knew It All","Montgomery Gentry",97,56,85,18
"Better As A Memory","Kenny Chesney",99,46,90,17
"Sexy Can I","Ray J & Yung Berg",43,3,33,26
"Low","Flo Rida Featuring T-Pain",49,1,44,40
"I'm Still A Guy","Brad Paisley",83,33,76,20
"Moving Mountains","Usher",86,67,67,9
"Pushin' Me Away","Jonas Brothers",89,16,16,2
"We Weren't Crazy","Josh Gracin",93,82,90,10
"Mamma Mia","Meryl Streep",99,99,0,1
"Love In This Club Part II","Usher Featuring Beyonce & Lil Wayne",100,18,83,14
"Say","John Mayer",49,12,42,28
"All Around Me","Flyleaf",72,40,64,20
"Play My Music","Jonas Brothers",87,20,75,5
"Hero","Nas Featuring Keri Hilson",97,97,0,1
"Stop And Stare","OneRepublic",50,12,48,31
"Violet Hill","Coldplay",81,40,75,10
"Trying To Stop Your Leaving","Dierks Bentley",82,73,73,15
"Life In A Northern Town","Sugarland Featuring Little Big Town & Jake Owen",83,43,67,3
"Game's Pain","The Game Featuring Keyshia Cole",84,75,77,7
"Stepped On My J'z","Nelly Featuring Ciara & JD",90,90,0,1
"Inside The Fire","Disturbed",93,73,86,15
"That Song In My Head","Julianne Hough",98,88,96,6
"Just Got Started Lovin' You","James Otto",69,27,71,20
"Gotta Find You","Joe Jonas",82,30,36,3
"Bye Bye","Mariah Carey",84,19,69,12
"I Saw God Today","George Strait",85,33,86,20
"Sneakernight","Vanessa Hudgens",88,88,0,1
"Every Day","Rascal Flatts",90,45,84,17
"We Rock","Cast Of Camp Rock",93,33,62,3
"Rise Above This","Seether",97,91,0,11
"The Way That I Love You","Ashanti",99,37,87,18
"Homecoming","Kanye West Featuring Chris Martin",100,69,78,7
"Touch My Body","Mariah Carey",59,1,44,20
"The Boss","Rick Ross Featuring T-Pain",64,17,57,20
"She Got It","2 Pistols Featuring T-Pain & Tay Dizm",73,24,63,20
"Picture To Burn","Taylor Swift",89,28,82,20
"Last Time","Trey Songz",91,69,95,13
"Love Don't Live Here","Lady Antebellum",96,53,81,18
"I Will Possess Your Heart","Death Cab For Cutie",98,70,85,12
"Apologize","Timbaland Featuring OneRepublic",50,2,39,47
"There's Nothin","Sean Kingston Featuring Elan & Juelz Santana",83,60,74,8
"Break The Ice","Britney Spears",87,43,71,17
"Don't Stop The Music","Rihanna",47,3,42,30
"With You","Chris Brown",50,2,35,29
"You're Gonna Miss This","Trace Adkins",55,12,55,20
"3 Peat","Lil Wayne",66,66,0,1
"Love Is A Beautiful Thing","Phil Vassar",86,48,80,17
"She's A Hottie","Toby Keith",87,71,77,11
"Coconut Juice","Tyga Featuring Travis McCoy",94,94,0,1
"Another Try","Josh Turner Featuring Trisha Yearwood",97,96,96,3
"New Soul","Yael Naim",99,7,95,19
"See You Again","Miley Cyrus",48,10,37,27
"Feels Like Tonight","Daughtry",51,24,46,20
"Indestructible","Disturbed",72,72,0,1
"You Ain't Got Nuthin","Lil Wayne Featuring Juelz Santana & Fabolous",81,81,0,1
"Move Shake Drop","DJ Laz Featuring Flo Rida & Casely",90,56,86,5
"Nine In The Afternoon","Panic! At The Disco",97,51,87,19
"Customer","Raheem DeVaughn",100,76,92,9
"No One","Alicia Keys",44,1,44,39
"Our Song","Taylor Swift",48,16,48,36
"Whatever It Takes","Lifehouse",58,33,59,20
"Party People","Nelly Featuring Fergie",77,40,80,10
"Dream Big","David Cook",81,15,15,2
"I Still Haven't Found What I'm Looking For","David Cook",85,22,22,2
"What Kinda Gone","Chris Cagle",96,54,98,20
"Love Is Gone","David Guetta & Chris Willis",98,98,0,1
"Psycho","Puddle Of Mudd",99,67,0,17
"The World I Know","David Cook",28,28,0,1
"Imagine","David Archuleta",36,36,0,1
"I Don't Want To Miss A Thing","David Cook",42,42,0,1
"Billie Jean","David Cook",47,47,0,1
"Don't Let The Sun Go Down On Me","David Archuleta",58,58,0,1
"In This Moment","David Archuleta",60,60,0,1
"Always Be My Baby","David Cook",67,67,0,1
"Hello","David Cook",73,73,0,1
"The Music Of The Night","David Cook",77,77,0,1
"Eleanor Rigby","David Cook",92,92,0,1
"Hollywood's Not America","Ferras",95,62,77,10
"I'm Alive","David Cook",99,99,0,1
"Sorry","Buckcherry",34,9,31,24
"Bubbly","Colbie Caillat",48,5,46,47
"Paralyzer","Finger Eleven",50,6,41,50
"Hallelujah","Kate Voegele",68,68,0,1
"All-American Girl","Carrie Underwood",78,27,74,20
"Killa","Cherish Featuring Yung Joc",81,39,67,15
"No Matter What","T.I.",93,72,72,2
"Boyfriend/Girlfriend","C-Side Featuring Keyshia Cole",94,72,90,7
"Small Town Southern Man","Alan Jackson",96,42,92,20
"When You Look Me In The Eyes","Jonas Brothers",97,25,87,17
"Stronger Woman","Jewel",99,84,93,10
"Falsetto","The-Dream",100,30,88,19
"Independent","Webbie Featuring Lil' Phat & Lil' Boosie",50,9,39,25
"Elevator","Flo Rida Featuring Timbaland",83,16,43,13
"Beat It","Fall Out Boy Featuring John Mayer",96,19,95,7
"Shawty Get Loose","Lil Mama Featuring Chris Brown & T-Pain",100,10,70,12
"Teardrops On My Guitar","Taylor Swift",49,13,48,48
"Give It 2 Me","Madonna",57,57,0,1
"We Made It","Busta Rhymes Featuring Linkin Park",65,65,0,1
"Dey Know","Shawty Lo",80,31,68,17
"The Anthem","Pitbull Featuring Lil Jon",87,36,74,18
"Sweet And Low","Augustana",88,88,0,1
"Laughed Until We Cried","Jason Aldean",94,61,81,16
"Dreams Collide","Colbie Caillat",96,96,0,1
"Superstar","Lupe Fiasco Featuring Matthew Santos",36,10,22,20
"Tattoo","Jordin Sparks",49,8,42,31
"I Remember","Keyshia Cole",55,24,50,20
"Won't Go Home Without You","Maroon 5",57,48,60,20
"I Like The Way She Do It","G Unit",95,95,0,1
"Little Miss Obsessive","Ashlee Simpson With Tom Higgenson",96,96,0,1
"YAHHH!","Soulja Boy Tell'em Featuring Arab",99,48,75,13
"I Won't Tell","Fat Joe Featuring J. Holiday",100,37,76,16
"Like You'll Never See Me Again","Alicia Keys",45,12,41,24
"Take You There","Sean Kingston",47,7,44,25
"Suffocate","J. Holiday",49,18,48,24
"Umma Do Me","Rocko",74,66,76,11
"Never","Jaheim",82,76,83,17
"Feedback","Janet",89,19,82,17
"Shiftwork","Kenny Chesney Duet With George Strait",91,47,86,16
"Migrate","Mariah Carey Featuring T-Pain",92,92,0,1
"Praying For Time","Carrie Underwood",94,27,27,2
"Shout To The Lord","American Idol Top 8",43,43,0,1
"Crying Out For Me","Mario",47,33,40,20
"Sensual Seduction","Snoop Dogg",59,7,51,20
"Many Rivers To Cross","Annie Lennox",80,80,0,1
"It's Good To Be Us","Bucky Covington",94,81,81,8
"Got Me Going","DAY26",98,79,87,3
"What Hurts The Most","Cascada",99,52,89,14
"Nude","Radiohead",37,37,0,1
"Shadow Of The Day","Linkin Park",43,15,34,22
"Flashing Lights","Kanye West Featuring Dwele",64,29,62,20
"Cleaning This Gun (Come On In Boy)","Rodney Atkins",67,40,64,20
"Supernatural Superserious","R.E.M.",85,85,0,1
"crushcrushcrush","Paramore",93,54,88,17
"Things That Never Cross A Man's Mind","Kellie Pickler",96,96,0,1
"Lost","Michael Buble",97,97,0,1
"Go On Girl","Ne-Yo",99,96,98,3
"Long Road To Ruin","Foo Fighters",100,89,93,12
"Clumsy","Fergie",47,5,34,25
"Roll","Flo Rida Featuring Sean Kingston",69,61,61,2
"Calabria 2008","Enur Featuring Natasja",72,46,70,20
"Letter To Me","Brad Paisley",77,40,72,20
"Stealing Cinderella","Chuck Wicks",82,56,71,20
"Hero/Heroine","Boys Like Girls",86,43,74,17
"Ching-A-Ling","Missy Elliott",92,60,77,9
"International Harvester","Craig Morgan",95,67,90,18
"Diamond Girl","Ryan Leslie",96,95,95,3
"God Must Be Busy","Brooks & Dunn",97,78,86,11
"Dance Like There's No Tomorrow","Paula Abdul & Randy Jackson",99,62,81,6
"Sweetest Girl (Dollar Bill)","Wyclef Jean Featuring Akon, Lil Wayne & Niia",46,12,38,28
"Going On","Gnarls Barkley",88,88,0,1
"Who The F*** Is That?","Dolla Featuring T-Pain & Tay Dizm",91,82,84,4
"Like Whoa","Aly & AJ",92,63,0,8
"Love Is Free","Sheryl Crow",98,77,97,6
"Woman","Raheem DeVaughn",100,96,96,4
"Just Fine","Mary J. Blige",40,22,35,22
"Big Girls Don't Cry","Fergie",45,1,41,48
"Piece Of Me","Britney Spears",59,18,53,20
"Pop Bottles","Birdman Featuring Lil Wayne",77,38,75,20
"If I Had Eyes","Jack Johnson",91,47,89,11
"What Is It","Baby Bash Featuring Sean Kingston",92,57,79,12
"Falling Slowly","The Swell Season (Glen Hansard & Marketa Irglova)",99,61,78,3
"Honey","Erykah Badu",100,88,98,3
"Kiss Kiss","Chris Brown Featuring T-Pain",40,1,36,26
"Watching Airplanes","Gary Allan",55,43,54,20
"The Way I Am","Ingrid Michaelson",74,37,79,20
"Winner At A Losing Game","Rascal Flatts",84,52,84,20
"Get Buck In Here","DJ Felli Fel Featuring Diddy, Akon, Ludacris & Lil Jon",85,41,87,18
"Love Like This","Natasha Bedingfield Featuring Sean Kingston",42,11,32,20
"Can't Help But Wait","Trey Songz",44,14,33,24
"Hypnotized","Plies Featuring Akon",46,14,31,23
"Into The Night","Santana Featuring Chad Kroeger",40,26,36,21
"Ready, Set, Don't Go","Billy Ray Cyrus With Miley Cyrus",43,37,41,23
"Hate That I Love You","Rihanna Featuring Ne-Yo",48,7,37,26
"Stay","Sugarland",72,32,68,20
"Shake Your Pom Pom","Missy Elliott",95,95,0,1
"Rock Star","Hannah Montana",100,81,93,4
"Crank That (Soulja Boy)","Soulja Boy Tell'em",45,1,42,32
"Cyclone","Baby Bash Featuring T-Pain",47,7,44,30
"The Way I Are","Timbaland Featuring Keri Hilson",48,3,46,38
"Fake It","Seether",61,56,65,20
"The Prayer (Live)","Celine Dion & Josh Groban",70,70,0,1
"You Know I'm No Good","Amy Winehouse",77,77,0,13
"What Do Ya Think About That","Montgomery Gentry",90,57,79,20
"I'll Be Waiting","Lenny Kravitz",96,73,73,2
"Who Knew","P!nk",47,9,41,36
"Misery Business","Paramore",49,26,39,30
"Girlfriend","Bow Wow & Omarion",87,33,75,15
"Suspicions","Tim McGraw",91,87,87,5
"Get My Drink On","Toby Keith",93,88,89,5
"Shoulda Let You Go","Keyshia Cole Introducing Amina",94,41,80,20
"Pictures Of You","The Last Goodnight",98,70,91,18
"Wanna Be Startin' Somethin' 2008","Michael Jackson With Akon",99,81,92,3
"Everybody","Keith Urban",100,64,93,19
"Good Life","Kanye West Featuring T-Pain",50,7,37,21
"Duffle Bag Boy","Playaz Circle Featuring Lil Wayne",76,15,69,20
"Go Girl","Pitbull Featuring Trina & Young Bo$$",96,83,94,9
"I'm Me","Lil Wayne",97,97,0,1
"Through The Fire And Flames","DragonForce",98,86,92,5
"I Don't Wanna Be In Love (Dance Floor Anthem)","Good Charlotte",44,25,39,21
"Stronger","Kanye West",46,1,38,27
"How Far We've Come","matchbox twenty",48,11,42,22
"Over You","Daughtry",49,18,47,25
"I'm So Hood","DJ Khaled Featuring T-Pain, Trick Daddy, Rick Ross & Plies",52,19,44,20
"He Said She Said","Ashley Tisdale",83,58,83,8
"Work That","Mary J. Blige",86,65,82,9
"Kindly Unspoken","Kate Voegele",98,98,0,1
"Firecracker","Josh Turner",99,50,84,20
"My Drink N' My 2 Step","Cassidy Featuring Swizz Beatz",100,33,86,20
"Don't Blink","Kenny Chesney",63,29,58,20
"Gimme More","Britney Spears",78,3,66,20
"How 'Bout Them Cowgirls","George Strait",85,49,76,20
"Shawty Is A 10","The-Dream",87,17,67,20
"Start All Over","Miley Cyrus",88,68,82,3
"Girls In Their Summer Clothes","Bruce Springsteen",95,95,0,1
"Anyone Else But You","Michael Cera & Ellen Page",98,91,91,2
"Rockstar","Nickelback",49,6,38,49
"Soulja Girl","Soulja Boy Tell'em Featuring I-15",86,32,66,15
"Baby Don't Go","Fabolous Featuring Jermaine Dupri",87,23,80,20
"Witch Doctor (2007)","Alvin And The Chipmunks Featuring Chris Classic",92,62,64,3
"Taking Chances","Celine Dion",97,54,81,7
"Freaky Gurl","Gucci Mane",100,62,88,17
"Wake Up Call","Maroon 5",45,19,36,22
"Bad Day","Alvin And The Chipmunks",79,67,67,2
"1234","Feist",85,8,59,15
"Our Time Now","Plain White T's",90,90,0,1
"Citizen/Soldier","3 Doors Down",96,96,99,2
"Fall","Clay Walker",98,55,96,18
"Funkytown","Alvin And The Chipmunks",99,86,86,2
"S.O.S.","Jonas Brothers",40,17,85,21
"So Small","Carrie Underwood",55,17,68,20
"The Chipmunk Song (Christmas Don't Be Late) (2007)","Alvin And The Chipmunks",66,66,70,2
"Me Love","Sean Kingston",90,14,0,18
"Falling In Love At A Coffee Shop","Landon Pigg",95,93,93,2
"Fly Like Me","Chingy Featuring Amerie",97,89,89,2
"Livin' Our Love Song","Jason Michael Carroll",98,52,0,17
"Leave It All To Me (iCarly Theme Song)","Miranda Cosgrove Featuring Drake Bell",100,100,0,1
"Until The End Of Time","Justin Timberlake Duet With Beyonce",43,17,38,25
"Bed","J. Holiday",46,5,43,23
"The Pretender","Foo Fighters",55,37,60,20
"This Christmas","Chris Brown",62,62,74,5
"Ayo Technology","50 Cent Featuring Justin Timberlake & Timbaland",67,5,54,20
"Do You Hear What I Hear","Carrie Underwood",90,90,0,1
"Me Enamora","Juanes",91,69,97,14
"Nothin' Better To Do","LeAnn Rimes",99,73,85,13
"Never Too Late","Three Days Grace",72,71,71,20
"Bleed It Out","Linkin Park",82,52,82,20
"Roc Boys (And The Winner Is)...","JAY-Z",86,63,68,7
"As If","Sara Evans",87,62,76,10
"More Than A Memory","Garth Brooks",90,53,69,16
"Free And Easy (Down The Road I Go)","Dierks Bentley",95,46,79,20
"Mistletoe","Colbie Caillat",99,75,87,4
"Hood Figga","Gorilla Zoe",75,38,66,20
"Take Me There","Rascal Flatts",80,19,73,20
"If You're Reading This","Tim McGraw",99,41,89,18
"Online","Brad Paisley",84,39,76,20
"Still Will","50 Cent Featuring Akon",95,95,0,1
"I'm Like A Lawyer...(Me & You)","Fall Out Boy",96,68,74,6
"Sexy Movimiento","Wisin & Yandel",98,98,0,3
"Umbrella","Rihanna Featuring Jay-Z",44,1,50,33
"Hey There Delilah","Plain White T's",47,1,39,35
"Let It Go","Keyshia Cole Featuring Missy Elliott & Lil Kim",49,7,46,23
"Music Is My Hot Hot Sex","CSS",78,63,63,3
"Sorry, Blame It On Me","Akon",87,7,93,19
"Do It Well","Jennifer Lopez",88,31,86,10
"The Hand Clap","Hurricane Chris Featuring Big Poppa",92,72,91,6
"Hot","Avril Lavigne",95,95,0,1
"I Get Money","50 Cent",97,20,98,14
"Before He Cheats","Carrie Underwood",47,8,43,64
"LoveStoned","Justin Timberlake",60,17,58,20
"From Where You Are","Lifehouse",88,61,61,2
"Love Me If You Can","Toby Keith",90,48,88,17
"Dreaming With A Broken Heart","John Mayer",100,99,0,2
"Shawty","Plies Featuring T-Pain",42,9,31,22
"Wait For You","Elliott Yamin",45,13,33,30
"Home","Daughtry",48,5,43,37
"Headlines (Friendship Never Ends)","Spice Girls",90,90,0,1
"Famous In A Small Town","Miranda Lambert",91,87,88,8
"Can't Tell Me Nothing","Kanye West",97,41,92,19
"Kiss Kiss","Chris Brown Featuring T-Pain",1,1,1,9
"No One","Alicia Keys",2,2,3,10
"Apologize","Timbaland Featuring OneRepublic",3,2,2,15
"Crank That (Soulja Boy)","Soulja Boy Tell'em",4,1,4,18
"Bubbly","Colbie Caillat",5,5,5,20
"Low","Flo Rida Featuring T-Pain",6,6,64,3
"Good Life","Kanye West Featuring T-Pain",7,7,8,9
"Cyclone","Baby Bash Featuring T-Pain",8,7,7,16
"Stronger","Kanye West",9,1,6,16
"Paralyzer","Finger Eleven",10,10,14,23
"Hate That I Love You","Rihanna Featuring Ne-Yo",11,9,9,11
"Clumsy","Fergie",12,12,20,5
"The Way I Are","Timbaland Featuring Keri Hilson",13,3,10,24
"Bed","J. Holiday",14,5,11,17
"How Far We've Come","matchbox twenty",15,11,15,11
"Big Girls Don't Cry","Fergie",16,1,12,30
"Shawty Is A 10","The-Dream",17,17,18,10
"Tattoo","Jordin Sparks",18,18,27,7
"Ayo Technology","50 Cent Featuring Justin Timberlake & Timbaland",19,5,16,14
"Who Knew","P!nk",20,9,17,23
"So Small","Carrie Underwood",21,17,26,13
"Duffle Bag Boy","Playaz Circle Featuring Lil Wayne",22,21,21,8
"Over You","Daughtry",23,20,22,14
"Our Song","Taylor Swift",24,24,36,7
"I'm So Hood","DJ Khaled Featuring T-Pain, Trick Daddy, Rick Ross & Plies",25,19,19,9
"Gimme More","Britney Spears",26,3,13,10
"Wake Up Call","Maroon 5",27,19,23,14
"Baby Don't Go","Fabolous Featuring Jermaine Dupri",28,23,25,11
"Rockstar","Nickelback",29,6,24,40
"Until The End Of Time","Justin Timberlake Duet With Beyonce",30,23,28,19
"Don't Blink","Kenny Chesney",31,29,32,10
"Stay","Sugarland",32,32,58,5
"My Drink N' My 2 Step","Cassidy Featuring Swizz Beatz",33,33,35,9
"Hypnotized","Plies Featuring Akon",34,34,34,7
"Hey There Delilah","Plain White T's",35,1,29,33
"Love Like This","Natasha Bedingfield Featuring Sean Kingston",36,36,48,4
"Can't Help But Wait","Trey Songz",37,37,38,8
"I Don't Wanna Be In Love (Dance Floor Anthem)","Good Charlotte",38,38,39,10
"Soulja Girl","Soulja Boy Tell'em Featuring I-15",39,36,37,6
"Into The Night","Santana Featuring Chad Kroeger",40,40,40,6
"Let It Go","Keyshia Cole Featuring Missy Elliott & Lil Kim",41,7,30,21
"Shawty","Plies Featuring T-Pain",42,9,31,22
"Before He Cheats","Carrie Underwood",43,8,44,63
"Get Buck In Here","DJ Felli Fel Featuring Diddy, Akon, Ludacris & Lil Jon",44,44,0,1
"Wait For You","Elliott Yamin",45,13,33,30
"Umbrella","Rihanna Featuring Jay-Z",46,1,41,31
"Sweetest Girl (Dollar Bill)","Wyclef Jean Featuring Akon, Lil Wayne & Niia",47,47,49,9
"Home","Daughtry",48,5,43,37
"Free And Easy (Down The Road I Go)","Dierks Bentley",49,46,46,15
"Firecracker","Josh Turner",50,50,52,9
"Misery Business","Paramore",51,34,55,17
"How 'Bout Them Cowgirls","George Strait",52,52,62,10
"Just Fine","Mary J. Blige",53,53,60,4
"Shoulda Let You Go","Keyshia Cole Introducing Amina",54,51,51,7
"Hood Figga","Gorilla Zoe",55,38,47,16
"The Pretender","Foo Fighters",56,37,53,14
"Livin' Our Love Song","Jason Michael Carroll",57,57,57,11
"LoveStoned","Justin Timberlake",58,17,42,19
"More Than A Memory","Garth Brooks",59,54,54,11
"Fall","Clay Walker",60,56,56,10
"From Where You Are","Lifehouse",61,61,0,1
"Take Me There","Rascal Flatts",62,19,59,16
"Take You There","Sean Kingston",63,63,81,2
"Online","Brad Paisley",64,39,70,17
"Freaky Gurl","Gucci Mane",65,63,63,8
"If You're Reading This","Tim McGraw",66,41,61,14
"As If","Sara Evans",67,62,67,5
"Bleed It Out","Linkin Park",68,52,66,15
"Girlfriend","Bow Wow & Omarion",69,69,82,2
"I'm Like A Lawyer...(Me & You)","Fall Out Boy",70,70,77,3
"Fake It","Seether",71,68,68,6
"Ready, Set, Don't Go","Billy Ray Cyrus With Miley Cyrus",72,72,76,8
"Nothin' Better To Do","LeAnn Rimes",73,73,84,7
"Everybody","Keith Urban",74,74,85,6
"What Do Ya Think About That","Montgomery Gentry",75,75,79,6
"Never Too Late","Three Days Grace",76,71,74,15
"Roc Boys (And The Winner Is)...","JAY-Z",77,77,90,2
"Pictures Of You","The Last Goodnight",78,78,80,5
"S.O.S.","Jonas Brothers",79,17,73,14
"Piece Of Me","Britney Spears",80,65,65,2
"Me Enamora","Juanes",81,69,75,8
"Winner At A Losing Game","Rascal Flatts",82,82,89,3
"1234","Feist",83,8,86,9
"Music Is My Hot Hot Sex","CSS",84,84,0,1
"Do It Well","Jennifer Lopez",85,31,69,8
"The Hand Clap","Hurricane Chris Featuring Big Poppa",86,72,78,4
"Watching Airplanes","Gary Allan",87,87,87,3
"Love Me If You Can","Toby Keith",88,48,72,16
"Shadow Of The Day","Linkin Park",89,89,0,1
"Headlines (Friendship Never Ends)","Spice Girls",90,90,0,1
"Famous In A Small Town","Miranda Lambert",91,87,88,8
"Sorry, Blame It On Me","Akon",92,7,91,17
"Like You'll Never See Me Again","Alicia Keys",93,93,0,1
"Me Love","Sean Kingston",94,14,83,15
"Pop Bottles","Birdman Featuring Lil Wayne",95,95,97,2
"Suffocate","J. Holiday",96,96,0,1
"Can't Tell Me Nothing","Kanye West",97,41,92,19
"Love Song","Sara Bareilles",98,98,100,2
"I Get Money","50 Cent",99,20,93,12
"Sexy Movimiento","Wisin & Yandel",100,100,0,1
"First Time","Lifehouse",45,26,38,26
"The Great Escape","Boys Like Girls",50,23,46,25
"When You're Gone","Avril Lavigne",71,24,60,20
"Never Wanted Nothing More","Kenny Chesney",94,22,93,20
"Blue Magic","JAY-Z",95,55,77,5
"You Know What It Is","T.I. Featuring Wyclef Jean",96,34,80,18
"Proud Of The House We Built","Brooks & Dunn",98,57,90,15
"Another Side Of You","Joe Nichols",99,99,100,2
"Bartender","T-Pain Featuring Akon",48,5,33,22
"Teenagers","My Chemical Romance",86,67,81,20
"All My Friends Say","Luke Bryan",95,59,95,13
"Empty Walls","Serj Tankian",97,97,0,1
"Potential Breakup Song","Aly & AJ",98,17,0,17
"Dreaming With A Broken Heart","John Mayer",99,99,0,1
"Buy U A Drank (Shawty Snappin')","T-Pain Featuring Yung Joc",43,1,43,35
"Thnks Fr Th Mmrs","Fall Out Boy",48,11,45,28
"Beautiful Girls","Sean Kingston",50,1,38,22
"A Bay Bay","Hurricane Chris",64,7,61,20
"Shadowplay","The Killers",68,68,0,1
"Shut Up And Drive","Rihanna",78,15,72,20
"These Are My People","Rodney Atkins",91,42,93,20
"The Way I Am","Ingrid Michaelson",97,37,54,4
"Make Me Better","Fabolous Featuring Ne-Yo",47,8,34,21
"Whine Up","Kat DeLuna Featuring Elephant Man",73,29,66,20
"Do You","Ne-Yo",83,26,65,20
"Can't Leave 'Em Alone","Ciara Featuring 50 Cent",94,40,75,13
"Wadsyaname","Nelly",83,43,66,6
"Because Of You","Reba McEntire Duet With Kelly Clarkson",89,50,74,15
"Int'l Players Anthem (I Choose You)","UGK Featuring OutKast",91,70,84,9
"I Got It From My Mama","will.i.am",92,31,67,9
